id,title,description,thumbnail,gallery_url,sort
159,凸透镜成像,,/storage/studio/thumbnail/thumbnail/1763532866-thumbnail.png,/gallery/d5mwzGCDPuC2ar9L,0
160,启普发生器,,/storage/studio/thumbnail/thumbnail/1763533315-thumbnail.png,/gallery/EzKPaCprfN7lJxow,0
161,向下排气法,,/storage/studio/thumbnail/thumbnail/1763533760-thumbnail.png,/gallery/CfTqLdpIB6qlFgtk,0
162,拉瓦锡实验,,/storage/studio/thumbnail/thumbnail/1763533576-thumbnail.png,/gallery/jKFEPFQ7FRUBBSBi,0
163,用拼图表达整式运算,用拼图表达整式运算,/storage/studio/thumbnail/thumbnail/1763536757-thumbnail.png,/gallery/gsGjXvJxEm3xPlTL,0
164,月历中的数学,核心的数学探究功,/storage/studio/thumbnail/thumbnail/1763536979-thumbnail.png,/gallery/CDCQqPrmSPw67iVv,0
165,轴对称,轴对称,/storage/studio/thumbnail/thumbnail/1763537127-thumbnail.png,/gallery/RcOhNZB6iM4QAzbY,0
166,中心对称,,/storage/studio/thumbnail/thumbnail/1763537253-thumbnail.png,/gallery/8viI1B0iSp4KTMtk,0
167,坐标轴对称,,/storage/studio/thumbnail/thumbnail/1763537424-thumbnail.png,/gallery/QB7DlSh01aMS3f4E,0
168,坐标表示平移,,/storage/studio/thumbnail/thumbnail/1763537600-thumbnail.png,/gallery/z3PEXr56eEQzG0lp,0
169,正切,,/storage/studio/thumbnail/thumbnail/1763537779-thumbnail.png,/gallery/EshQDqk9658IV3xS,0
170,正弦和余弦,,/storage/studio/thumbnail/thumbnail/1763537928-thumbnail.png,/gallery/r861uBY0vFjXirZq,0
171,作三角形的外接圆,,/storage/studio/thumbnail/thumbnail/1763544054-thumbnail.png,/gallery/qESpvrUA8IeHCkfQ,0
172,作三角形的内切圆,,/storage/studio/thumbnail/thumbnail/1763543863-thumbnail.png,/gallery/LcpaQ86YEYfoTNcL,0
173,图形的平移,"教学设计思路：
视觉对应：
为了区分“原像”和“像”，原始三角形使用了半透明白色，而平移后的三角形使用了亮青色（Cyan），与截图保持一致。这有助于学生区分 AA 和 A′A ′ 。连接线使用了虚线，这是数学教科书中表示“辅助线”或“轨迹”的标准方式。
操作逻辑：
我将交互分为了两层。
改变形状：必须操作左边的原始图形。这模拟了“给定一个图形”的过程。
改变平移：必须操作右边的图形。当你拖动 
A′A ′ 时，你会发现 B′B ′ 和 C′C ′ 
 也跟着一起动，而且虚线在变动。这极其直观地展示了平移的定义：整体移动。
网格系统：
背景绘制了50px间隔的网格，这在教学中非常重要。老师可以说：“大家看，A点向右移动了几个格子？再数数B点向右移动了几个格子？”以此引出平移性质。",/storage/studio/thumbnail/thumbnail/1763544234-thumbnail.png,/gallery/f0uWIDQtaUIL6amW,0
174,平行线被折线所截,"教学演示建议：
第一步：隐藏辅助线
取消勾选“显示辅助线”。
让学生观察折线 
∠
C
∠C
（拐点角）与上下两个角 
∠
A
,
∠
B
∠A,∠B
 的关系。这时候很难直接看出来。
第二步：引入辅助线
勾选“显示辅助线”。
讲解：“我们在拐点 C 处画一条水平线，因为上下的绿线是平行的，所以这条中间的虚线也平行。”
第三步：观察颜色（内错角）
指着蓝色的 
∠
A
∠A
 和蓝色的 
∠
C
∠C
 上半部分。
拖动点 A 左右移动，可以看到两个蓝色的角同时变大或变小。
“根据两直线平行，内错角相等，所以上面的蓝色角等于下面的蓝色角。”
第四步：层层传递
同样的道理看黄色角、红色角。
最后总结：朝左的角之和 = 朝右的角之和。",/storage/studio/thumbnail/thumbnail/1763544330-thumbnail.png,/gallery/YA9NOBsNUVifHvQ9,0
175,三角形的内切圆与外接圆,"核心教学功能
对比观察：可以同时显示或单独显示内切圆与外接圆，帮助学生区分两者的定义。
位置关系演示：
外心 (Circumcenter)：观察锐角、直角、钝角三角形时，外心如何从内部移动到斜边，再移动到外部。
内心 (Incenter)：观察内心永远在三角形内部。
半径可视化：提供辅助虚线，连接圆心与顶点（外接圆半径）或圆心与切点（内切圆半径）。",/storage/studio/thumbnail/thumbnail/1763544592-thumbnail.png,/gallery/3Vq7NIjac4loZdi2,0
176,不等式的性质：用天平模拟不等关系,"教学设计亮点
视觉反馈（Visual Feedback）：
颜色编码：正数为红色，负数为蓝色，与底部按钮颜色呼应，强化学生对“正/负”操作的区别记忆。
交互逻辑（Interaction Logic）：
去除了“开始”键：页面加载即进入演示状态（初始 4>24>2）。
实时公式更新：左下角的大号公式（如 4>24>2 或 ?8<?4?8<?4）会随着操作实时更新，帮助学生建立“图形”与“代数符号”之间的联系。
状态提示：左上角的文字会明确告诉学生刚才发生了什么（“不等号方向改变”），这是教学的重点。
数学原理（Mathematical Accuracy）：
虽然天平通常用于称重（质量），但在数学抽象教学中，我们规定“数值大的一端下沉”。当两边同乘负数时（例如 4×?2=?84×?2=?8，2×?2=?42×?2=?4），因为 ?4
>?8?4>?8，所以原本轻的一端（右边）变成了数值大的一端，天平会反转下沉。这个动画过程非常直观地解释了“变号”的原因。",/storage/studio/thumbnail/thumbnail/1763545079-thumbnail.png,/gallery/0xlbFOExI04CVVOY,0
177,三角形的分类：按边分,"教学设计思路
数值显示：代码中将屏幕像素值除以 20 并保留一位小数（toFixed(1)），使得显示的数值（如 15.2, 25.0）更符合教材中的几何题风格，避免了直接显示几百像素的突兀感。
判定逻辑：
不等边三角形：三边长度显示的数值均不相等。
等腰三角形：任两边数值相等。
等边三角形：三边数值均相等。
注：判定使用的是显示在屏幕上的数值。这意味着如果你把鼠标拖得很准，显示为 15.0 和 15.0，程序就会判定为等腰，这符合用户的直觉。
视觉反馈：当变成“等腰”或“等边”时，下方的文字颜色会分别变为金色或青色，提供正向反馈。",/storage/studio/thumbnail/thumbnail/1763544955-thumbnail.png,/gallery/CABRovymOSRt4JHx,0
178,两圆的位置关系与公切线,"教学设计亮点
几何直观性：
切线使用了白色无限长线段的视觉效果，符合数学中“直线”的定义，让学生直观感受到切线在远处的延伸。
在切点处画了极小的白点，帮助学生定位切点位置。
容差处理：
在判断“外切”和“内切”时，代码中加入了一个微小的 epsilon (容差值)。这意味着当学生手动拖动圆，使它们看起来刚好挨在一起时，程序会智能地判断为“外切/内切”，而不是苛刻地要求像素级精确，这极大地提升了演示体验。
操作逻辑：
将“移动位置”和“改变半径”分开。圆心用于移动，圆右侧的小手柄用于缩放。这解决了在同一个图形上集成多种操作的冲突问题。",/storage/studio/thumbnail/thumbnail/1763545275-thumbnail.png,/gallery/84Z0KYtn8CbKr71G,0
179,三角形的高、中线与角平分线,"????? 老师备课提示 (Teacher's Notes)
在演示时，您可以按照以下步骤进行，效果最佳：
展示一般情况：
打开网页，默认显示一个不等边三角形。
向学生展示：从顶点 B 出发，蓝色的高、黄色的中线、橙色的角平分线是不重合的。
让学生观察黄色中线落在底边的位置：两侧的数值（如 5.2 : 5.2）相等，证明它是中线。
制造认知冲突（引入等腰）：
点击 “设为等腰 (AB=BC)” 按钮（或者手动拖动顶点 B，使其位于底边 AC 的正上方）。
此时，学生会惊讶地发现：三条彩色的线瞬间合在了一起！
这直观地证明了等腰三角形顶角的平分线、底边上的高、底边上的中线互相重合（三线合一）。
拓展（等边三角形）：
点击 “设为等边三角形”。
可以尝试拖动任意顶点，只要保持大致形状，三线依然紧密贴合。
钝角情况：
将顶点 A 向右拖动，形成钝角三角形。
观察蓝色的高（Altitude）可能会跑到三角形外部，这是几何教学中的一个易错点，通过软件演示非常直观。",/storage/studio/thumbnail/thumbnail/1763545473-thumbnail.png,/gallery/KlS4KJKvzCtb7BZp,0
180,车轮中的数学道理,"教学设计说明：
几何算法还原（Mathematical Fidelity）：
代码没有简单地让正方形“飘”过去，而是通过算法计算了旋转角度与中心高度的关系。
正方形：你会看到它在角落着地时中心最高，在边着地时中心最低，形成了连续的圆弧状颠簸轨迹。
椭圆：使用了极径变化模拟，展示了比正方形柔和但依然不稳定的波浪状轨迹。
圆形：因为圆心到边上任意一点距离相等（半径），所以中心高度不变，轨迹是水平直线。
视觉强化：
红点与红线：专门高亮了中心点及其留下的痕迹，这是本课的教学重点——“圆心的高度不变性”。
车轮纹理：给图形内部加了浅色的轮廓线，这样学生能更清楚地看到车轮在“转动”，而不是单纯地滑行。
交互性：
速度滑块：老师可以调慢速度，让学生仔细观察正方形“翻越”棱角的那一瞬间发生了什么。",/storage/studio/thumbnail/thumbnail/1763546155-thumbnail.png,/gallery/kQohag8h7gyPXbvB,0
181,一次函数的应用：追及问题,"教学设计思路
函数图像的 ""V"" 型解析：
通过左侧图像，学生可以清晰看到图像在 t=4 处“触底反弹”。配合右侧动画，当 t=4 时，A车正好与B车位置重合（红色圆点覆盖黄色圆点），直观解释了为什么 
S=0。当 t>4 时，A车超过B车，图像再次上升。这解释了绝对值函数的几何意义（距离始终非负）。关键点 (6,50) 的验证：题目中经常问“第二次相距 50km 是什么时候？”。
拖动滑块到 t=6，图像上会自动吸附显示 (6, 50)，同时右侧动画面板显示两车再次拉开了距离。视觉隐喻：A车（红） 代表函数图像中变化较快的部分（斜率绝对值大，实际上在这个坐标系里看不出单车速度，但能看出追赶态势）。
B车（黄） 在前，A车在后，模拟真实的物理情境。",/storage/studio/thumbnail/thumbnail/1763552309-thumbnail.png,/gallery/30AfZs8oi0TRvvLM,0
182,双线段最值探究,"教学设计思路
视觉重点：
我特意将线段 CE
 设为明亮的黄色，与蓝色的背景图形形成高对比，确保学生的注意力集中在“动线段”上。
保留了截图中的虚线对角线 AC，这通常是此类题目（如将军饮马、最短路径问题）中的辅助线，有助于老师讲解几何原理。
反馈机制：普通状态：当 E 随意移动时，角度显示白色背景（如 74 ° ），线段长度即时变化。最短状态：当 E 移动到使 CE⊥AB 的位置时，角度会自动变成绿色背景，并显示 90 °
，同时下方会出现“（最小值）”的提示。这种即时反馈能极大加深学生对“垂线段最短”定理的记忆。数学精度：线段 E 被严格限制在 AB 线段上（通过向量投影计算），不会跑出图形，保证了演示的严谨性。
长度保留了4位小数（如 3.8557），模拟了数学软件的精确感，让学生体会到数值的连续变化。",/storage/studio/thumbnail/thumbnail/1763552039-thumbnail.png,/gallery/DzXcTjEngRZKk0Tq,0
183,一次函数的应用：相遇问题可视化,"点击“播放演示”，让学生观察图象上的点与实际物体运动的一一对应关系。
强调：图象下降代表距离减小（相向而行），图象上升代表距离增大（相遇后背向而行）。",/storage/studio/thumbnail/thumbnail/1763553620-thumbnail.png,/gallery/41rzzOHhxC48N6VE,0
184,函数的应用：异速双动点 (面积问题),函数的应用：异速双动点 (面积问题),/storage/studio/thumbnail/thumbnail/1763553889-thumbnail.png,/gallery/8sTmNtPLNaHusXRv,0
185,三角形中位线定理：旋转变换证明,"功能特点：
动态旋转：拖动滑块，可以看到 △ADE绕点 E 旋转并与 △CQE
 重合的过程。几何标记：自动标注相等线段（单杠、双杠），辅助学生理解全等关系。平行四边形可视化：旋转到位后，自动高亮显示构成的平行四边形 DBCQ。分步教学：底部配有文字解说，随着动画进度解释几何原理。",/storage/studio/thumbnail/thumbnail/1763554510-thumbnail.png,/gallery/PMGLAU9dptAgx244,0
186,三角形的边角关系：大边对大角,"核心功能：
任意拖拽：你可以拖动顶点 A，实时改变三角形的形状。
实时数据：边长和角度会随着拖动实时计算并显示在图上。
可视化反馈：
大边对大角：系统会自动判断并高亮显示最大的角和最长的边（文字加粗变色）。
角度色块：A、B、C 三个角分别用绿、红、黄颜色填充，与截图一致。
教学结论：右侧面板会根据当前的形状，动态显示“大边对大角”、“等边对等角”等结论的状态。",/storage/studio/thumbnail/thumbnail/1763554709-thumbnail.png,/gallery/4ZkFUXFUJpfIQ5Vq,0
187,生活中的几何体 (集装箱),"核心功能特点：
虚实对比滑块：中间有一个可拖动的滑块（播放按钮图标），向左拖动显示“实物图”，向右拖动显示“几何抽象图（长方体）”。
纯代码生成：为了防止图片链接失效，我用 SVG 和 CSS 手绘了一个集装箱和对应的线框图。这意味着你不需要任何外部图片，保存即用。
几何抽象概念：左侧强调“线、面、顶点”的数学特征（虚线、节点），右侧展示材质和细节。
响应式设计：支持鼠标拖拽和触摸屏滑动。",/storage/studio/thumbnail/thumbnail/1763554821-thumbnail.png,/gallery/53uXGajGW4iNCDmQ,0
188,生活中的几何体 (金字塔),"核心亮点：
零素材依赖：为了确保教具永久可用且加载极快，其中的“金字塔实拍图”并非引用外部图片，而是完全使用 SVG 滤镜（feTurbulence）和渐变代码绘制的。它模拟了岩石纹理、光照阴影和沙漠天空。
虚实对比：左侧展示几何抽象（线框、高、顶点、隐藏线），右侧展示实物具象（体积、材质、环境）。
交互逻辑：拖动中间的滑块，直观感受从“实物”抽离出“几何体”的过程。",/storage/studio/thumbnail/thumbnail/1763555035-thumbnail.png,/gallery/1hah2auBTGUfigW5,0
189,交通拥堵仿真系统,交通拥堵仿真系统,/storage/studio/thumbnail/thumbnail/1763556136-thumbnail.png,/gallery/Km22YmY6vKqzNCFt,0
190,仿真城市构建活动,,/storage/studio/thumbnail/thumbnail/1763603512-thumbnail.png,/gallery/8zBNogTjSifFjRpX,0
191,非洲大草原,,/storage/studio/thumbnail/thumbnail/1763605765-thumbnail.png,/gallery/TokP6n25LjaL4Qfo,0
192,直列四缸引擎仿真,观察直列四缸引擎仿真,/storage/studio/thumbnail/thumbnail/1763601221-thumbnail.png,/gallery/icBA4p6SgnRRuTdj,0
193,城市电网构建,,/storage/studio/thumbnail/thumbnail/1763607580-thumbnail.png,/gallery/tT8Cl9VwF0qiehqt,0
194,自然、生命、科学炼金术,科学趣味游戏,/storage/studio/thumbnail/thumbnail/1763616664-thumbnail.png,/gallery/vNDqmhQZFyJD65l6,0
195,拍立得照片墙,拍立得照片墙，记录快乐,/storage/studio/thumbnail/thumbnail/1763619695-thumbnail.png,/gallery/2MRdcpAjw1V6ofZR,0
196,橡皮人混音器,"红色 (Beats)：底鼓、军鼓、拍手声。
绿色 (Effects)：和弦、铃声。
蓝色 (Melody)：贝斯、琶音。
黄色 (Vocals)：合成人声。",/storage/studio/thumbnail/thumbnail/1763620964-thumbnail.png,/gallery/C9s5oHTs2vJeVutF,0
197,摆姿势通关游戏,把动作通关,/storage/studio/thumbnail/thumbnail/1763626974-thumbnail.png,/gallery/4pAJkGX1h4hx1gkv,0
198,汉字田字格带笔画,,/storage/studio/thumbnail/thumbnail/1763645921-thumbnail.png,/gallery/lBp9lbdAN63IFQjG,0
199,广义相对论,,/storage/studio/thumbnail/thumbnail/1763676878-thumbnail.png,/gallery/47b31fGclWqUBo79,0
201,航空发动机3D,,/storage/studio/thumbnail/thumbnail/1763688050-thumbnail.png,/gallery/jcq8sUZddk0lPPe4,0
202,电路原理交互演示,,/storage/studio/thumbnail/thumbnail/1763687151-thumbnail.png,/gallery/Pt8KPHFUmpwtgHHM,0
203,垃圾分类小游戏,,/storage/studio/thumbnail/thumbnail/1763945747-thumbnail.png,/gallery/R0yAp3EL08FdT5fz,0
204,几何画板小工具,,/storage/studio/thumbnail/thumbnail/1766022256-thumbnail.png,/gallery/UgRLj0OUu6Nbg9Vw,0
205,物质的变化：微观世界探索器,,/storage/studio/thumbnail/thumbnail/1763952284-thumbnail.png,/gallery/ptlRNXefa6U5xZoz,0
206,摩斯密码模拟器,,/storage/studio/thumbnail/thumbnail/1763950885-thumbnail.png,/gallery/lhiUiSCZGeRLSezb,0
207,Dinner Time,有声场景互动,/storage/studio/thumbnail/thumbnail/1763976996-thumbnail.png,/gallery/X783kjQ4kS0B6Muo,0
208,Happy Zoo,有声场景互动,/storage/studio/thumbnail/thumbnail/1764030419-thumbnail.png,/gallery/Vk9s1r0gEnTyjJ6w,0
209,安静养小树,,/storage/studio/thumbnail/thumbnail/1763524180-thumbnail.png,/gallery/GooNIDTgEhmChPGR,0
210,气球与静电,,/storage/studio/thumbnail/thumbnail/1764051986-thumbnail.png,/gallery/bNTZBEnDRMJLGidd,0
